"","household_key","AGE_DESC","MARITAL_STATUS_CODE","INCOME_DESC","HOMEOWNER_DESC","HH_COMP_DESC","HOUSEHOLD_SIZE_DESC","KID_CATEGORY_DESC","DAY","STORE_ID","RETAIL_DISC","TRANS_TIME","WEEK_NO","COUPON_DISC","COUPON_MATCH_DISC","TotalValue","TRANS_TIME_Cat"
"286",857,6,1,4,1,1,3,1,703,400,0,1856,101,0,0,4040.80999999998,"evening"
"287",859,2,3,5,5,4,1,0,710,421,0,1553,102,0,0,7074.19999999993,"evening"
"288",863,4,3,2,5,6,1,0,711,313,-0.1,1202,102,0,0,2183.53,"evening"
"289",864,3,3,2,1,4,1,0,711,410,0,906,102,0,0,7892.96999999993,"morning"
"290",865,3,1,6,1,2,5,3,695,341,0,1415,100,0,0,1887.73,"evening"
"291",866,4,3,2,5,1,2,1,693,345,0,856,100,0,0,5519.34999999997,"morning"
"292",867,4,3,6,1,6,1,0,711,369,-1.05,805,102,0,0,6088.83999999995,"morning"
"293",868,6,1,4,1,3,2,0,708,323,-1.29,1227,102,0,0,6836.64999999993,"evening"
"294",871,3,1,11,1,2,3,1,709,432,-2,740,102,0,0,10435.9599999999,"morning"
"295",875,2,3,3,5,2,3,1,689,320,0,1619,99,0,0,1473.27,"evening"
"296",878,2,3,4,5,1,3,2,709,446,0,1621,102,0,0,5980.71999999996,"evening"
"297",879,3,2,5,1,3,2,0,704,341,0,1058,101,0,0,2448.6,"morning"
"298",882,4,3,5,5,3,2,0,702,31782,-1.48,1921,101,0,0,4609.79999999997,"evening"
"299",883,3,1,4,1,3,2,0,710,367,0,1439,102,0,0,10165.13,"evening"
"300",886,3,1,7,1,3,2,0,709,375,0,1626,102,0,0,4890.10999999998,"evening"
"301",888,2,3,9,1,2,3,1,706,401,0,1025,102,0,0,8689.00999999988,"morning"
"302",889,2,1,5,1,2,4,2,711,375,-1.54,1510,102,0,0,12983.01,"evening"
"303",895,4,3,9,5,5,1,0,700,367,-1.3,1920,101,0,0,8700.14999999994,"evening"
"304",898,5,1,8,1,3,2,0,711,369,0,1410,102,0,0,8355.2299999999,"evening"
"305",900,3,1,4,1,3,2,0,711,330,0,2152,102,0,0,16450.53,"evening"
"306",903,3,3,4,5,5,1,0,701,320,0,1813,101,0,0,2949.55999999999,"evening"
"307",906,5,1,1,1,4,2,0,711,319,0,1950,102,0,0,7048.70999999996,"evening"
"308",908,4,1,7,2,2,3,1,707,296,0,1626,102,0,0,6097.46999999995,"evening"
"309",911,2,1,8,1,3,2,0,691,421,0,1649,99,0,0,3696.75999999998,"evening"
"310",914,4,2,2,1,3,2,0,709,439,-1,945,102,0,0,1834.08,"morning"
"311",915,4,3,2,5,4,1,0,707,337,-0.29,1713,102,0,0,970.110000000003,"evening"
"312",920,4,1,4,1,2,5,3,710,388,0,2130,102,0,0,5887.35999999996,"evening"
"313",922,4,3,4,5,6,1,0,698,388,0,1129,100,0,0,3336.98999999998,"morning"
"314",926,3,3,1,1,3,2,0,704,380,0,1749,101,0,0,7274.09999999993,"evening"
"315",929,4,2,3,4,1,2,1,706,319,-1.07,1356,102,0,0,5342.54999999995,"evening"
"316",932,1,3,2,5,3,2,0,691,31401,0,2122,99,0,0,5845.95999999997,"evening"
"317",934,4,3,1,5,4,1,0,708,422,-0.19,1600,102,0,0,10709.38,"evening"
"318",939,4,3,6,1,3,2,0,709,442,-0.29,1846,102,0,0,5254.65999999997,"evening"
"319",941,1,1,11,5,3,2,0,710,448,0,2034,102,0,0,2206.06,"evening"
"320",946,1,3,1,5,4,1,0,709,297,0,1536,102,0,0,2530.45,"evening"
"321",947,6,2,4,1,5,1,0,710,337,0,1344,102,0,0,2305.51,"evening"
"322",949,2,3,5,1,3,2,0,707,406,0,1610,102,0,0,5799.96999999996,"evening"
"323",955,1,3,1,5,4,1,0,710,446,-0.14,2005,102,0,0,4053.68999999998,"evening"
"324",956,4,3,5,1,3,2,0,711,370,0,1815,102,0,0,10231.9299999999,"evening"
"325",960,3,1,8,1,2,5,3,710,333,-0.2,1617,102,0,0,2447.49,"evening"
"326",968,3,2,4,4,1,2,1,711,402,-0.87,2020,102,0,0,9805.10999999992,"evening"
"327",971,2,1,4,1,2,3,1,711,389,0,1755,102,0,0,3676.14999999998,"evening"
"328",973,3,1,5,1,2,4,2,710,382,0,2052,102,0,0,13486.3199999999,"evening"
"329",976,2,1,11,1,2,5,3,706,404,-0.19,1107,102,0,0,6190.50999999992,"morning"
"330",979,3,2,4,1,1,2,1,710,368,0,1324,102,-2.99,0,12854.6599999999,"evening"
"331",981,4,1,3,1,4,2,0,690,372,-6,730,99,0,0,1394.11,"morning"
"332",982,4,3,4,5,2,4,2,710,382,0,1428,102,0,0,18790.3400000001,"evening"
"333",983,4,1,4,1,2,3,1,711,356,-2.41,1211,102,0,0,3807.14999999998,"evening"
"334",986,2,3,4,5,5,1,0,698,401,-1,1939,100,0,0,1827.87,"evening"
"335",992,4,1,4,1,2,3,1,711,321,-0.19,1438,102,0,0,823.35,"evening"
"336",993,5,1,5,1,1,5,3,703,32004,0,1153,101,0,0,3064.86999999999,"morning"
"337",996,5,1,3,1,3,2,0,711,31762,0,1710,102,0,0,2220.85,"evening"
"338",997,4,3,6,1,5,1,0,711,367,-1.91,1645,102,0,0,4646.80999999997,"evening"
"339",1001,4,3,5,1,6,1,0,710,3131,-3,1702,102,0,0,4081.99999999998,"evening"
"340",1003,3,3,3,5,4,1,0,683,295,0,1441,98,0,0,2588.72999999999,"evening"
"341",1004,2,3,2,5,5,1,0,709,381,-0.5,1752,102,0,0,3708.71999999998,"evening"
"342",1012,3,1,4,5,6,5,3,673,34280,0,1222,97,0,0,2342.50999999999,"evening"
"343",1014,4,1,2,5,2,4,2,703,403,-0.5,2105,101,0,0,4199.75999999996,"evening"
"344",1015,4,3,5,1,6,1,0,710,403,0,1028,102,0,0,3807.71999999999,"morning"
"345",1018,4,1,4,1,2,5,3,707,401,0,2043,102,0,0,2138.59,"evening"
"346",1020,4,1,3,1,3,2,0,711,319,-0.61,1536,102,0,0,9561.4599999999,"evening"
"347",1021,3,1,5,1,2,5,3,708,389,0,1358,102,0,0,2086.12,"evening"
"348",1024,2,1,1,1,2,4,2,707,295,0,1508,102,0,0,9448.74999999993,"evening"
"349",1031,3,1,6,1,3,2,0,557,375,-1.7,1544,80,0,0,4232.11999999997,"evening"
"350",1038,5,3,1,3,5,1,0,702,367,-1.19,1758,101,0,0,1602,"evening"
"351",1040,2,2,7,5,5,1,0,710,372,0,1618,102,0,0,5664.73999999994,"evening"
"352",1041,2,3,4,5,5,1,0,711,297,0,1315,102,0,0,7156.69999999994,"evening"
"353",1042,2,3,6,1,3,2,0,706,368,0,1120,102,0,0,5284.11999999997,"morning"
"354",1045,2,1,1,1,5,2,0,710,408,0,1401,102,0,0,4893.10999999996,"evening"
"355",1053,5,1,7,1,3,2,0,707,356,0,1334,102,0,0,4616.41999999997,"evening"
"356",1057,3,3,5,5,5,1,0,710,427,-0.4,2130,102,0,0,8219.3399999999,"evening"
"357",1060,3,2,4,4,3,2,0,672,2836,-0.29,1636,97,0,0,6096.92999999996,"evening"
"358",1062,6,3,2,1,3,2,0,711,356,0,1022,102,0,0,1495.76,"morning"
"359",1066,3,3,3,5,3,2,0,708,364,-0.98,1351,102,0,0,3114.33999999998,"evening"
"360",1069,2,3,4,5,3,2,0,681,31782,-0.19,1725,98,0,0,3433.26999999999,"evening"
"361",1070,3,3,5,1,3,2,0,708,327,-1.12,1732,102,0,0,5187.12999999996,"evening"
"362",1074,4,1,4,1,2,4,2,707,292,0,1821,102,0,0,7769.21999999991,"evening"
"363",1076,2,2,4,1,3,2,0,711,365,0,943,102,0,0,2241.01,"morning"
"364",1081,5,1,6,1,3,2,0,699,31742,-4.8,1545,101,0,0,10201.5499999999,"evening"
"365",1082,4,3,4,5,5,1,0,711,370,0,1132,102,0,0,2032.54,"morning"
"366",1084,2,3,4,5,2,3,1,711,339,0,2045,102,0,0,2363.16,"evening"
"367",1091,4,1,6,1,3,2,0,666,406,0,1817,96,0,0,5617.39999999996,"evening"
"368",1094,4,1,6,1,2,5,3,709,421,0,1035,102,0,0,5935.56999999995,"morning"
"369",1103,3,1,5,1,2,3,1,708,412,0,1927,102,0,0,6104.18999999994,"evening"
"370",1113,4,1,5,1,2,3,1,710,400,-0.4,1630,102,0,0,4391.29999999997,"evening"
"371",1120,3,2,1,4,2,4,2,709,446,0,2350,102,0,0,1737.84,"evening"
"372",1123,5,1,2,5,4,2,0,674,356,0,1433,97,0,0,3915.80999999998,"evening"
"373",1128,2,3,6,5,2,3,1,710,34011,0,1636,102,0,0,3027,"evening"
"374",1130,5,3,3,4,2,3,1,711,31642,0,1528,102,0,0,6563.14999999992,"evening"
"375",1131,4,2,5,1,2,3,1,710,389,-0.5,2015,102,0,0,3034.76999999999,"evening"
"376",1135,4,3,5,5,6,2,1,706,31642,-0.4,2025,102,0,0,748.88,"evening"
"377",1137,6,2,4,1,5,1,0,708,412,0,1857,102,0,0,2121.89,"evening"
"378",1138,3,3,2,5,3,2,0,711,410,0,1807,102,0,0,4546.36999999997,"evening"
"379",1142,4,1,5,1,3,2,0,710,335,0,1233,102,0,0,15178.9599999999,"evening"
"380",1146,3,2,4,1,1,4,3,711,304,-3.02,1456,102,0,0,8854.63999999997,"evening"
"381",1147,1,3,3,5,3,2,0,710,363,-0.5,2149,102,0,0,3779.35999999998,"evening"
"382",1151,4,3,1,3,5,1,0,708,337,-2.78,1923,102,0,0,2808.90999999999,"evening"
"383",1154,4,1,4,1,6,2,0,711,346,0,2207,102,0,0,3803.54999999998,"evening"
"384",1158,4,3,2,1,3,2,0,711,289,0,1714,102,0,0,2903.2,"evening"
"385",1159,4,1,2,1,3,2,0,708,298,0,1322,102,0,0,4468.62999999995,"evening"
"386",1160,6,3,4,1,4,1,0,711,337,0,1333,102,0,0,4377.95999999998,"evening"
"387",1163,3,3,1,5,6,1,0,694,363,0,1734,100,0,0,4808.00999999996,"evening"
"388",1164,2,3,2,5,5,1,0,711,410,0,1924,102,0,0,4689.34999999995,"evening"
"389",1166,4,1,8,1,2,3,1,711,408,-0.87,1312,102,0,0,12300.6199999999,"evening"
"390",1167,3,3,5,1,2,4,2,708,31862,0,1441,102,0,0,6798.78999999992,"evening"
"391",1169,1,1,2,1,3,2,0,705,319,-0.81,1835,101,0,0,5159.39999999998,"evening"
"392",1172,2,2,5,5,5,1,0,710,396,0,1031,102,0,0,4569.23999999998,"morning"
"393",1174,2,3,1,5,2,5,3,704,319,-1,1153,101,0,0,2156.65,"morning"
"394",1175,2,1,5,1,4,2,0,706,388,-2.32,1935,102,0,0,7403.50999999992,"evening"
"395",1178,4,3,2,5,4,1,0,708,32004,0,1643,102,0,0,5022.27999999995,"evening"
"396",1179,3,1,5,1,3,2,0,711,33923,-1.54,1509,102,0,0,9428.39999999994,"evening"
"397",1186,4,1,5,1,1,5,3,708,321,0,1550,102,0,0,6060.37999999993,"evening"
"398",1188,4,3,4,4,6,1,0,706,341,0,1931,102,0,0,3722.21999999998,"evening"
"399",1190,2,3,4,1,3,2,0,711,31582,0,1847,102,0,0,3327.01999999998,"evening"
"400",1197,3,1,9,1,3,2,0,705,384,0,1241,101,0,0,7988.72999999992,"evening"
"401",1218,4,1,4,1,2,4,2,702,321,0,1213,101,0,0,3093.52999999999,"evening"
"402",1219,1,1,2,1,2,3,1,709,324,0,1037,102,0,0,823.08,"morning"
"403",1222,4,3,2,1,4,1,0,709,400,0,919,102,0,0,5833.38999999995,"morning"
"404",1226,2,2,4,1,1,3,2,701,368,0,1851,101,0,0,6237.45999999994,"evening"
"405",1228,4,3,7,5,4,1,0,711,406,0,1528,102,0,0,14503.89,"evening"
"406",1229,5,1,9,1,3,2,0,711,384,-0.9,1657,102,0,0,18304.3100000001,"evening"
"407",1234,4,2,4,1,3,2,0,710,359,0,2258,102,0,0,5547.82999999996,"evening"
"408",1236,3,3,5,5,2,3,1,709,448,-2,2250,102,0,0,3993.00999999998,"evening"
"409",1240,4,3,1,1,3,2,0,711,34011,0,1655,102,0,0,11250.0699999999,"evening"
"410",1247,3,1,4,1,3,2,0,709,374,0,1505,102,0,0,6639.94999999992,"evening"
"411",1248,4,3,5,5,1,2,1,702,447,0,1651,101,0,0,9091.28999999991,"evening"
"412",1256,4,3,5,5,1,2,1,706,439,0,1704,102,0,0,5274.31999999995,"evening"
"413",1257,4,3,5,1,2,3,1,707,375,0,1913,102,0,0,1389.12,"evening"
"414",1258,4,3,6,1,6,1,0,711,432,-1,1955,102,0,0,3502.44999999999,"evening"
"415",1260,6,3,5,1,5,1,0,711,367,0,1826,102,0,0,11200.7999999998,"evening"
"416",1261,4,1,3,1,4,2,0,705,363,0,1816,101,0,0,3777.97999999999,"evening"
"417",1263,2,2,2,5,5,1,0,682,368,0,2254,98,0,0,5257.43999999996,"evening"
"418",1264,4,3,2,5,5,1,0,701,31782,0,1712,101,0,0,6458.77999999994,"evening"
"419",1267,2,3,6,5,4,1,0,709,381,0,831,102,0,0,1689.84,"morning"
"420",1268,3,3,1,1,2,4,2,706,31742,0,1402,102,0,0,3013.55999999999,"evening"
"421",1270,4,3,2,5,4,1,0,705,31642,0,1738,101,0,0,3455.31999999998,"evening"
"422",1272,6,1,4,1,4,2,0,711,448,-0.49,1309,102,0,0,10019.4499999999,"evening"
"423",1285,2,2,3,4,1,3,2,709,295,-0.67,936,102,0,0,5048.58999999998,"morning"
"424",1291,5,1,4,1,5,2,0,707,447,-4.49,1409,102,0,0,3290.00999999999,"evening"
"425",1296,6,1,3,1,4,2,0,708,304,0,1226,102,0,0,2124.43,"evening"
"426",1297,3,3,6,1,6,1,0,711,375,0,1633,102,0,0,2733.28,"evening"
"427",1299,3,3,2,4,2,4,2,711,345,-1.13,1604,102,0,0,5959.56999999996,"evening"
"428",1300,4,1,5,1,2,4,2,710,346,-1.7,1248,102,0,0,2959.64999999999,"evening"
"429",1305,1,2,1,4,1,2,1,681,329,-3.88,652,98,0,0,7552.92999999995,"morning"
"430",1306,4,3,1,5,6,1,0,708,381,0,2139,102,0,0,3041.68999999999,"evening"
"431",1316,5,3,4,5,3,2,0,693,306,0,1650,100,0,0,3736.47999999998,"evening"
"432",1318,6,1,5,1,3,2,0,697,359,0,1350,100,-2.5,0,5583.95999999994,"evening"
"433",1321,1,3,4,5,3,2,0,710,364,-0.61,1844,102,0,0,1888.13000000001,"evening"
"434",1326,4,3,1,1,5,1,0,707,318,-0.79,1559,102,0,0,8831.20999999994,"evening"
"435",1333,4,3,8,1,2,4,2,705,317,0,1515,101,0,0,7709.8499999999,"evening"
"436",1337,4,3,5,1,2,4,2,711,368,0,1330,102,0,0,11500.7599999999,"evening"
"437",1352,3,3,6,1,3,2,0,711,406,-1.69,1153,102,0,0,5398.94999999996,"morning"
"438",1354,6,2,2,1,3,2,0,710,31782,0,1326,102,0,0,2534.75999999999,"evening"
"439",1357,5,1,3,1,3,2,0,710,365,-0.5,1219,102,0,0,3061.89999999999,"evening"
"440",1363,2,3,2,5,1,2,1,711,318,0,1720,102,0,0,4075.39999999996,"evening"
"441",1364,6,2,7,1,4,1,0,710,31742,-1,1116,102,0,0,2466.05,"morning"
"442",1367,3,3,6,1,2,3,1,710,343,0,1746,102,0,0,12125.4799999999,"evening"
"443",1369,2,2,1,3,5,1,0,711,446,-0.7,1730,102,0,0,3105.70999999999,"evening"
"444",1370,6,3,3,1,3,2,0,711,318,0,1617,102,0,0,8531.88999999992,"evening"
"445",1376,5,3,5,1,6,1,0,708,310,-3.24,951,102,0,0,11041.4099999999,"morning"
"446",1378,2,3,7,5,4,1,0,707,339,-5.02,1302,102,0,0,6933.71999999989,"evening"
"447",1382,4,3,5,1,3,2,0,706,288,0,1716,102,0,0,3082.46999999999,"evening"
"448",1388,3,1,7,5,2,3,1,709,402,0,1926,102,0,0,6949.15999999991,"evening"
"449",1389,6,1,7,1,4,2,0,701,368,0,1451,101,0,0,2841.16,"evening"
"450",1391,4,1,5,1,3,2,0,708,31401,0,1839,102,0,0,8105.73999999991,"evening"
"451",1393,3,2,9,1,4,1,0,708,317,0,1955,102,0,0,5950.88999999996,"evening"
"452",1394,4,1,5,1,3,2,0,707,442,0,1745,102,0,0,4391.57999999997,"evening"
"453",1396,6,1,8,1,3,2,0,620,292,-0.32,2050,89,0,0,7177.05999999993,"evening"
"454",1397,4,2,4,4,4,1,0,708,441,0,1730,102,0,0,5707.59999999996,"evening"
"455",1402,5,3,2,5,5,1,0,709,298,0,1119,102,0,0,2245.76,"morning"
"456",1412,4,1,5,1,2,3,1,705,31742,-0.36,1956,101,0,0,4053.14999999998,"evening"
"457",1418,2,1,4,1,2,3,1,707,402,0,2009,102,0,0,2735.19999999999,"evening"
"458",1419,3,3,4,5,4,1,0,711,421,0,1046,102,0,0,7634.56999999996,"morning"
"459",1421,3,1,5,1,3,2,0,711,31742,0,1617,102,0,0,5535.19999999999,"evening"
"460",1423,4,3,2,5,5,1,0,698,408,-2,1602,100,0,0,1695.76,"evening"
"461",1425,1,2,5,5,2,3,1,709,339,-4.82,2147,102,0,0,3828.59999999999,"evening"
"462",1428,5,3,4,5,3,2,0,702,31582,-0.41,1816,101,0,0,4911.52999999997,"evening"
"463",1429,4,2,4,4,4,1,0,710,445,0,1550,102,0,0,818.56,"evening"
"464",1430,3,1,4,1,2,3,1,711,358,-1.16,1331,102,0,0,20352.9900000002,"evening"
"465",1437,2,1,2,1,1,3,1,690,443,-0.39,1140,99,0,0,4775.55999999996,"morning"
"466",1438,4,3,1,5,4,1,0,705,310,-3,1733,101,0,0,2130.77,"evening"
"467",1443,3,3,9,5,3,2,0,710,367,-0.59,1652,102,0,0,2221.48,"evening"
"468",1445,3,1,1,1,3,2,0,708,410,0,2249,102,0,0,5130.58999999994,"evening"
"469",1451,4,1,8,1,1,5,3,710,432,0,1140,102,-1,0,6700.04999999996,"morning"
"470",1452,4,1,3,5,2,3,1,699,339,0,1407,101,0,0,1884.04999999999,"evening"
"471",1453,4,1,8,1,2,3,1,710,31862,0,2011,102,0,0,21661.2900000007,"evening"
"472",1454,6,1,6,1,3,2,0,711,316,0,1608,102,0,0,4933.99999999997,"evening"
"473",1461,3,3,3,1,3,2,0,709,316,0,2145,102,0,0,7246.19999999996,"evening"
"474",1462,2,1,5,4,3,2,0,704,31862,-0.87,1628,101,0,0,4829.99999999995,"evening"
"475",1467,3,1,5,2,2,4,2,711,433,0,1936,102,0,0,2957.81999999999,"evening"
"476",1468,6,1,6,1,3,2,0,568,403,0,1101,82,0,0,4131.72999999997,"morning"
"477",1470,4,3,4,5,4,1,0,708,319,-0.39,56,102,0,0,1991.33,NA
"478",1474,3,3,5,1,6,1,0,707,400,0,1727,102,0,0,2445.87,"evening"
"479",1475,2,2,5,1,5,1,0,710,375,0,1811,102,0,0,14855.2099999999,"evening"
"480",1479,4,3,2,3,6,1,0,709,410,0,1749,102,0,0,9129.22999999992,"evening"
"481",1481,1,3,4,5,5,1,0,708,369,-0.52,1344,102,0,0,3298.76999999998,"evening"
"482",1483,1,3,1,5,6,1,0,711,370,-0.61,1618,102,0,0,4725.26999999997,"evening"
"483",1484,1,1,4,1,3,2,0,708,289,0,1824,102,0,0,3209.38999999998,"evening"
"484",1485,3,3,5,1,5,1,0,696,32004,-0.61,1845,100,0,0,2187.88,"evening"
"485",1488,2,1,5,2,4,2,0,692,306,0,2044,100,-2,0,3246.91999999999,"evening"
"486",1491,6,3,4,1,3,2,0,710,296,-2.99,1526,102,0,0,5635.96999999994,"evening"
"487",1492,6,1,2,1,3,2,0,709,401,-20.84,931,102,0,0,1226.29,"morning"
"488",1494,6,2,3,5,4,1,0,700,313,0,1522,101,0,0,2595.09,"evening"
"489",1499,5,1,2,1,3,2,0,711,304,-0.59,933,102,0,0,2106.09,"morning"
"490",1505,4,3,3,5,4,1,0,656,330,0,1221,94,0,0,4053.22999999998,"evening"
"491",1509,4,1,5,1,3,2,0,710,429,0,2121,102,0,0,6452.82999999993,"evening"
"492",1517,4,1,5,1,2,4,2,708,304,-0.39,2007,102,0,0,3871.03999999999,"evening"
"493",1524,4,1,4,1,3,2,0,710,34011,-0.92,1049,102,0,0,2800.81,"morning"
"494",1527,2,1,5,1,3,2,0,710,34280,-1.52,1512,102,0,0,17295.18,"evening"
"495",1528,3,2,8,5,4,1,0,711,316,-0.42,1453,102,0,0,8086.5499999999,"evening"
"496",1529,4,3,5,5,5,1,0,707,31582,-0.81,1823,102,0,0,9025.50999999991,"evening"
"497",1534,2,1,6,4,2,3,1,708,375,-0.79,1329,102,0,0,8449.67999999992,"evening"
"498",1536,4,3,5,5,6,1,0,711,406,0,2001,102,0,0,6960.18999999995,"evening"
"499",1537,1,1,4,4,2,3,1,691,404,-0.87,2112,99,0,0,2878.57999999999,"evening"
"500",1540,4,3,2,5,2,4,2,710,343,0,1505,102,0,0,3598.68999999998,"evening"
"501",1541,3,3,5,5,6,1,0,705,396,0,1222,101,0,0,7743.34999999992,"evening"
"502",1545,4,1,4,1,3,2,0,709,289,0,1542,102,0,0,3948.52999999998,"evening"
"503",1549,4,3,2,1,6,1,0,711,318,-1.33,1701,102,0,0,1988.91,"evening"
"504",1556,4,1,4,1,3,2,0,710,436,-0.82,1047,102,0,0,3799.79999999998,"morning"
"505",1557,2,1,7,4,1,4,2,710,375,0,1542,102,0,0,6528.35999999992,"evening"
"506",1563,4,1,6,1,6,3,1,698,421,0,1516,100,0,0,4754.87999999997,"evening"
"507",1566,3,3,6,1,3,2,0,709,33923,0,2110,102,0,0,10567.7099999999,"evening"
"508",1567,4,3,2,4,5,1,0,708,441,0,959,102,0,0,2124.23,"morning"
"509",1568,5,2,4,1,4,1,0,708,364,-1.58,1057,102,0,0,4575.93999999998,"morning"
"510",1572,3,1,6,1,3,2,0,711,34011,-0.98,2105,102,0,0,2544.41,"evening"
"511",1578,4,3,2,5,3,2,0,697,422,0,1427,100,0,0,2846.80999999999,"evening"
"512",1580,1,2,5,5,3,2,0,710,450,-0.29,1810,102,0,0,1771.02,"evening"
"513",1585,4,2,9,1,4,1,0,705,406,0,1817,101,0,0,9353.8499999999,"evening"
"514",1588,3,3,5,1,6,1,0,708,396,0,1318,102,0,0,5199.97999999994,"evening"
"515",1591,2,3,3,5,4,1,0,708,380,-1.1,1336,102,0,0,4844.95999999997,"evening"
"516",1595,4,3,5,1,5,1,0,710,384,0,1725,102,0,0,5644.06999999996,"evening"
"517",1604,3,3,4,2,3,2,0,711,288,0,1804,102,0,0,818.409999999999,"evening"
"518",1609,4,1,8,1,2,5,3,711,367,-1.51,1711,102,0,0,27859.6800000005,"evening"
"519",1618,3,1,6,1,4,2,0,711,406,0,1652,102,0,0,4562.47999999997,"evening"
"520",1627,2,3,4,5,5,1,0,711,402,0,1748,102,0,0,3484.01999999998,"evening"
"521",1631,1,2,1,4,1,4,3,711,293,-2.41,1619,102,0,0,10427.2099999999,"evening"
"522",1633,4,1,5,1,3,2,0,706,421,0,1710,102,0,0,10162.7799999999,"evening"
"523",1634,2,1,4,1,2,5,3,709,372,0,1548,102,0,0,4616.13999999999,"evening"
"524",1648,3,3,2,3,4,1,0,684,34037,-0.01,1725,98,0,0,5250.35999999998,"evening"
"525",1649,3,2,9,1,5,1,0,711,315,0,1430,102,0,0,1132.4,"evening"
"526",1650,4,1,6,1,2,3,1,705,311,-0.99,1105,101,0,0,2259.16,"morning"
"527",1653,3,2,1,1,4,1,0,710,367,-0.83,2109,102,0,0,19153.7500000001,"evening"
"528",1662,3,3,9,1,3,2,0,702,400,-1.99,1607,101,0,0,8617.93999999988,"evening"
"529",1676,3,3,6,5,3,2,0,706,403,0,1752,102,0,0,5203.42999999994,"evening"
"530",1677,4,1,6,1,3,2,0,704,32004,-0.1,1415,101,0,0,12559.6099999999,"evening"
"531",1678,4,3,6,5,4,1,0,699,420,0,1923,101,0,0,2613.98999999999,"evening"
"532",1680,2,1,2,1,2,3,1,688,346,-0.26,2245,99,0,0,2039.68000000001,"evening"
"533",1686,4,3,2,1,3,2,0,711,410,0,1035,102,0,0,1313.76,"morning"
"534",1689,4,3,5,5,6,1,0,710,310,0,1450,102,0,0,2711.78999999999,"evening"
"535",1692,3,3,5,5,6,1,0,710,443,0,2156,102,0,0,2017.18,"evening"
"536",1693,2,1,4,1,2,3,1,710,424,-0.5,1745,102,0,0,8354.54999999988,"evening"
"537",1694,3,3,2,3,4,1,0,711,375,-0.86,1205,102,0,0,8055.46999999995,"evening"
"538",1695,3,3,3,1,5,1,0,710,446,0,925,102,0,0,1174.56,"morning"
"539",1696,4,1,5,1,2,3,1,704,439,0,1409,101,0,0,2640.00999999999,"evening"
"540",1707,3,2,3,5,4,1,0,709,320,0,2052,102,0,0,6580.48999999993,"evening"
"541",1708,4,3,3,5,4,1,0,700,327,-0.49,1613,101,0,0,3571.59999999999,"evening"
"542",1709,2,1,4,5,2,3,1,707,338,0,1722,102,0,0,2141.64,"evening"
"543",1710,3,1,9,1,5,2,0,705,327,-0.29,1659,101,0,0,11984.5899999999,"evening"
"544",1720,4,3,5,5,6,1,0,704,327,0,1708,101,0,0,5755.68999999994,"evening"
"545",1722,4,3,2,5,3,2,0,708,334,-0.42,1859,102,0,0,11229.7099999999,"evening"
"546",1726,5,3,6,1,4,1,0,711,411,0,1350,102,0,0,8131.90999999993,"evening"
"547",1740,1,3,12,5,4,1,0,709,381,-1,2014,102,0,0,11938.1999999999,"evening"
"548",1745,4,1,1,5,5,2,0,705,292,0,1519,101,0,0,2591.47999999999,"evening"
"549",1748,4,3,4,5,5,1,0,709,436,0,2028,102,0,0,5161.77999999996,"evening"
"550",1749,5,2,4,1,5,1,0,704,32004,0,1814,101,0,0,4209.34999999998,"evening"
"551",1751,2,1,2,4,2,4,2,709,356,-0.19,2011,102,0,0,4142.86999999999,"evening"
"552",1753,4,3,4,1,6,1,0,711,345,0,1845,102,0,0,2964.04999999999,"evening"
"553",1759,3,3,4,5,2,5,3,706,368,0,2103,102,0,0,4009.61999999999,"evening"
"554",1762,4,1,8,1,2,5,3,711,34037,0,1616,102,0,0,15360.1399999999,"evening"
"555",1764,4,1,6,1,2,4,2,707,327,-0.52,1543,102,0,0,11412.1999999999,"evening"
"556",1765,4,3,4,5,5,1,0,690,320,-3,1758,99,0,0,2949.00999999999,"evening"
"557",1775,4,1,6,1,2,5,3,711,429,-2.04,1507,102,0,0,9485.13999999992,"evening"
"558",1778,2,1,4,1,3,2,0,710,34280,0,1738,102,0,0,9336.29999999996,"evening"
"559",1779,6,1,6,1,3,2,0,703,421,-0.81,1012,101,0,0,3508.57999999999,"morning"
"560",1785,2,1,4,1,2,5,3,710,339,0,1738,102,0,0,1555.7,"evening"
"561",1788,3,1,6,1,3,2,0,710,367,-0.87,1725,102,0,0,9072.27999999989,"evening"
"562",1791,4,2,7,1,3,2,0,709,367,-0.61,1323,102,0,0,2970.09999999999,"evening"
"563",1795,4,3,3,1,3,2,0,710,31782,0,2316,102,0,0,9751.72999999997,"evening"
"564",1796,1,3,4,5,4,1,0,704,438,0,1731,101,0,0,2601.06,"evening"
"565",1797,6,3,1,1,4,1,0,710,322,-0.59,1356,102,0,0,5551.48999999995,"evening"
"566",1800,3,1,10,1,3,2,0,709,429,-0.3,1050,102,0,0,3667.30999999999,"morning"
"567",1802,4,3,9,1,3,2,0,692,401,0,1736,100,0,0,4835.43999999996,"evening"
"568",1803,1,1,5,1,2,3,1,711,388,-0.71,1450,102,0,0,14420.8999999999,"evening"
"569",1804,6,1,4,1,3,2,0,711,34037,0,1703,102,0,0,10251.1899999999,"evening"
"570",1812,4,3,5,5,4,1,0,711,31582,-0.71,1835,102,0,0,1948.99,"evening"
